x0000,y0000,y_tun
0.000000914,0,0
0.000000915,0,0
0.000000916,0,0
0.000000917,0,0
0.000000918,0,0
0.000000919,0,0
0.00000092,0,0
0.000000921,0,0
0.000000922,0,0
0.000000923,0,0
0.000000924,0,0
0.000000925,0,0
0.000000926,0,0
0.000000927,0,0
0.000000928,0,0
0.000000929,0,0
0.00000093,0,0
0.000000931,0,0
0.000000932,0,0
0.000000933,0,0
0.000000934,0,0
0.000000935,0,0
0.000000936,0,0
0.000000937,0,0
0.000000938,0,0
0.000000939,0,0
0.00000094,0,0
0.000000941,0,0
0.000000942,0,0
0.000000943,0,0
0.000000944,0,0
0.000000945,0,0
0.000000946,0,0
0.000000947,0,0
0.000000948,0,0
0.000000949,0,0
0.00000095,0,0
0.000000951,0,0
0.000000952,0,0
0.000000953,0,0
0.000000954,0,0
0.000000955,0,0
0.000000956,0,0
0.000000957,0,0
0.000000958,0,0
0.000000959,0,0
0.00000096,0,0
0.000000961,0,0
0.000000962,0,0
0.000000963,0,0
0.000000964,0,0
0.000000965,0,0
0.000000966,0,0
0.000000967,0,0
0.000000968,0,0
0.000000969,0,0
0.00000097,0,0
0.000000971,0,0
0.000000972,0,0
0.000000973,0,0
0.000000974,0,0
0.000000975,0,0
0.000000976,0,0
0.000000977,0,0
0.000000978,0,0
0.000000979,0,0
0.00000098,0,0
0.000000981,0,0
0.000000982,0,0
0.000000983,0,0
0.000000984,0,0
0.000000985,0,0
0.000000986,0,0
0.000000987,0,0
0.000000988,0,0
0.000000989,0,0
0.00000099,0,0
0.000000991,0,0
0.000000992,0,0
0.000000993,0,0
0.000000994,0,0
0.000000995,0,0
0.000000996,0,0
0.000000997,0,0
0.000000998,0,0
0.000000999,0,0
